age,gender,treatment,outcome
57,male,0,30.847008172678944
63,female,1,37.30857906439058
41,male,1,28.056365388974676
49,male,1,31.27345173375503
64,female,0,32.3504498112503
39,female,1,25.122746882478015
40,male,0,23.201388571552194
19,male,1,15.938884509861749
44,male,1,27.8831798686696
59,male,0,30.668688274534347
19,female,1,14.645401514568569
43,male,1,28.504391097403527
34,male,1,24.627317429117618
57,female,1,34.33077674461103
50,male,0,25.11479514881025
26,male,1,19.51892684314366
60,female,0,30.21223377958116
56,female,0,29.115178856388603
46,male,0,24.94661945157776
59,female,0,30.86545194512471
43,female,0,22.051379695052983
52,male,1,33.38077609856946
42,female,0,20.8897757872864
41,male,1,27.47538918602846
30,male,1,22.330782566097053
24,male,0,13.80462019607207
53,male,1,34.61256159259704
62,female,1,36.8795777972889
37,male,0,21.6979949812972
18,male,0,9.960102054314563
25,male,0,13.427258732462953
63,male,1,38.98790436685317
33,female,0,16.419383694739185
31,female,0,15.758840708126915
29,female,0,13.382579922599215
40,male,1,25.542032907812644
32,female,0,16.23258007129378
45,female,1,26.740115169728185
51,male,1,33.21410593234582
19,female,1,13.884628657438798
49,male,1,30.612527222211266
40,female,0,17.73334776281351
39,female,0,20.74754654031447
42,female,1,26.697550448877934
39,female,0,18.004302547665596
39,male,1,24.502543645837232
59,male,1,35.90292333827544
23,female,0,12.4473210397031
32,male,0,17.47291595633861
60,female,0,29.792883383502488
54,female,1,32.99058624531408
50,female,0,24.0117318891774
25,female,0,11.817883664062645
61,female,1,35.719585757341335
61,female,1,35.2198080325617
22,male,1,17.122807052751106
56,male,1,35.70724947732901
21,female,0,11.017837442985059
23,male,1,19.332177390718414
62,female,1,35.84669779922875
49,male,0,24.73911266892493
47,male,1,30.510754658623274
64,male,1,37.82820246429064
52,female,1,28.973075654257457
57,male,1,35.22528645967745
33,female,1,21.601762747915988
30,female,0,16.598277667749112
59,female,1,33.2943954424443
47,male,0,26.17705300458447
36,male,1,23.401082639388026
34,male,0,20.270111673986126
36,female,1,22.299354169822053
45,female,1,27.16516876282424
43,male,1,28.17798085013694
54,female,0,27.758958894592535
43,male,1,27.049526590544787
40,male,1,26.822594815632648
26,male,0,14.358685624762805
29,male,1,23.698047850252777
18,female,0,7.9150216447732795
18,male,0,8.417935911903776
64,male,1,40.69459538703396
51,male,0,27.991339105113646
49,male,0,25.712625114417598
42,male,1,27.967789631965537
57,male,1,34.69900604263493
62,male,0,31.043002264596623
18,female,1,13.835725416112409
33,female,1,21.32856473852192
56,female,0,28.339347011386522
22,female,0,10.027004506230046
39,male,1,25.725272866292432
46,female,0,22.623433514399913
20,female,0,9.019152953379605
29,female,1,20.63676308790473
43,male,1,29.34912260240073
33,female,1,20.9841151022639
54,female,0,27.534583628898737
39,male,1,25.26171306501463
46,female,1,27.538648017413507
31,male,0,18.963578019515655
45,female,1,28.145874210835252
22,male,1,18.289082186181496
64,female,0,31.64145236588597
47,female,1,28.458062169185446
63,female,0,30.031611901136518
22,male,1,17.676612672956896
29,female,0,14.876031061700198
33,male,1,23.473578615718168
43,male,0,23.4735852153428
43,male,1,27.845603267249274
38,male,1,25.09225241324212
56,female,1,32.00077477119373
53,female,1,31.248119864134434
50,female,1,30.734243583286084
47,male,0,24.64146630425782
54,female,0,27.04076116173492
40,male,1,27.015479360574382
27,male,0,16.430129915945102
22,male,1,18.013381909786837
53,female,1,30.012150621768534
51,female,0,27.624877245480185
48,male,0,26.971690726238144
27,female,1,18.98319092094831
36,female,0,17.42450319568454
49,male,1,31.181070027049977
18,male,0,9.577612162125538
22,female,0,10.666266738778239
62,male,1,38.175696499625744
21,male,1,17.474789909551554
33,female,1,23.2525568276266
41,female,0,21.170986735508432
33,male,0,19.473602688548322
19,female,0,10.04016569611648
45,male,1,29.662638959760166
49,male,1,31.954813488881946
44,female,1,25.015874924668857
37,male,1,25.239630777856103
41,male,0,21.102230747300492
29,male,1,20.32005192935243
52,female,1,32.19362278542518
50,female,1,28.923458011425094
50,female,1,28.67634326793001
60,male,1,37.389579589128175
54,male,1,33.93132081280613
29,female,1,19.946264451964595
20,female,1,16.755905354109366
18,female,0,9.57275869561705
50,male,1,30.44939009084865
57,female,1,34.4328971532457
27,male,1,20.28007595033174
60,female,1,35.16794522637997
61,male,0,30.846589438940814
46,male,0,25.50325147452751
30,female,1,18.6985252565142
29,male,0,17.034249344135286
48,female,0,23.27713519534967
63,male,1,39.22216435865715
19,male,0,10.204944874594824
52,female,1,29.43923177330331
40,male,0,21.45861178529296
34,female,1,22.26631970179553
43,female,1,25.35484219745352
25,female,0,12.703830734052765
46,male,0,25.87440618949039
43,male,1,27.176393967567268
27,male,0,15.70537399651757
43,female,1,27.039783966903677
51,female,0,25.30712111731876
58,male,1,35.917516238714136
24,male,1,17.591104464912405
21,female,0,10.937455951042343
62,male,1,38.06121307206675
28,female,0,14.150666497695171
46,male,1,32.064674650584756
53,female,1,31.293334423807305
42,male,1,28.32265405302143
38,male,0,22.288112143856754
53,female,1,31.451706044959856
27,female,1,17.783422622063824
54,female,0,27.398378419387395
26,male,1,19.314992685290246
41,female,0,21.69934022229037
52,female,1,31.514719249055496
52,male,1,32.13893866422489
53,female,0,25.252822039761288
35,female,1,22.65634869990048
56,female,0,28.255498343805044
49,male,1,30.255250185571946
41,male,1,28.285744047959565
40,male,1,27.665250563302543
49,female,0,24.841562813975287
54,male,1,34.75780792290949
29,female,0,13.510286422080581
30,female,0,14.068564709889873
40,female,0,19.740270882608918
42,male,1,27.36555741056819
52,male,0,28.502160252026325
58,female,0,29.805516417512205
47,female,0,22.796512784336315
34,male,1,23.132195988722053
37,male,0,21.35479791504076
42,male,1,27.018010420157008
39,female,1,24.214443118493726
30,male,0,15.990119493621252
36,male,1,24.40814139498748
53,male,1,31.993619584939175
29,female,1,20.78217515961706
58,male,1,37.01230884739048
36,female,0,17.192963142148788
29,female,0,14.963059756129255
26,female,0,11.564281965889398
24,male,1,19.621758123678294
45,male,1,28.615974901820582
31,male,0,18.717576311357725
48,female,1,29.510961457451327
36,male,1,24.634450413333187
64,female,1,36.59180332646978
33,male,0,18.644485671241046
22,male,0,12.076078922807351
52,male,1,34.12490944292284
29,male,1,21.805982552157865
42,female,1,26.96436273036178
38,female,0,16.550380125744404
53,female,1,31.516078918846283
40,female,0,20.24806460736879
33,male,1,23.49654041943973
56,female,0,28.022502177559982
62,female,1,35.678867525010546
59,female,1,36.75736825492623
56,male,1,35.243257892378885
31,female,1,20.62247360034422
48,female,0,24.936571726005603
22,male,1,17.440948287567977
52,male,1,31.712217152307375
40,female,1,25.907179306837556
46,female,1,27.666491985646243
60,male,1,38.360723575705265
28,female,0,15.298010840085471
35,male,0,17.17735381110703
64,female,1,37.072333936038376
29,female,0,15.576606480980455
26,female,0,11.244741200336037
27,female,0,13.866059592470409
61,female,1,36.15789739366592
34,male,1,23.945233303351117
55,male,1,34.452456561731644
24,female,0,13.198314108176316
63,female,0,30.005472173138372
30,female,0,15.831109959982111
57,male,1,35.95927616130481
59,male,1,37.80171803297269
26,male,0,14.051859006186998
44,male,1,30.476712757031827
19,male,0,10.111571246943079
22,male,0,12.669599890219267
46,male,1,28.836815491572224
54,male,0,29.724734819367082
55,female,1,31.738066866848342
36,male,1,26.13472251027005
25,male,0,12.811888778156613
62,male,1,37.55473697691449
18,male,0,12.785967986571277
39,female,1,23.73928834596714
34,male,0,20.059340302206213
24,female,0,12.69630934868669
42,female,1,24.692544466740593
62,female,1,36.21136642808618
21,male,1,19.02867686954651
53,male,0,28.090006041984047
23,male,1,17.810064636540083
48,female,0,24.328460640216893
36,female,1,22.78522922706258
61,female,1,34.0040347547203
56,female,0,27.778193709260552
44,male,1,28.514688779547882
27,male,1,20.36595678807361
43,male,1,26.096654454094697
36,female,0,18.364325754899873
56,female,0,26.366059566820987
20,male,0,12.74669332408869
62,male,1,39.072108474097156
30,female,0,13.014391541187317
45,male,0,25.795017136802375
37,male,0,20.383129081838867
45,female,1,28.576961119220062
25,female,0,13.431148531372465
58,female,1,32.55471999659021
56,male,1,34.146914202637646
18,female,0,10.614212255513266
20,male,1,15.75942790885038
30,male,0,17.36092449638933
45,female,1,26.74410776244695
42,male,1,27.09601583009632
50,female,1,29.981320765679982
55,female,1,34.691366295811605
23,male,0,14.26809043247223
61,male,1,36.446307176062376
62,female,0,31.195450013438446
49,female,1,27.640588672256168
62,female,1,33.74528321476489
64,female,1,37.16912682308534
38,female,1,24.714946686782344
33,female,0,18.061017995610477
38,male,0,21.372918556140842
28,male,1,21.00639270308666
54,male,1,33.66110432508758
53,male,1,34.02780011645086
52,female,0,24.784062749490793
36,male,1,24.321722008778895
37,male,0,19.318211735174746
35,female,0,16.975820175035793
64,male,1,38.275235319280235
58,female,1,33.207507677674535
31,female,1,19.86012391400047
32,female,1,21.210807388696626
48,female,1,30.26899597514271
18,female,0,9.288268353742293
20,male,0,11.42673288516385
33,male,1,23.938007225035648
40,male,1,27.110234770386093
28,female,0,14.169268736329608
29,male,0,16.47685710903505
27,male,0,17.225742152107784
49,male,1,31.598796787479667
33,male,0,17.93864649208733
25,female,1,16.72279809595176
55,male,1,35.40142078053479
29,female,1,18.313533093722036
41,female,0,21.856991502390148
45,male,0,22.583333830138173
25,female,0,13.726283005325676
45,female,1,28.297230635343535
53,female,0,26.060435492443464
43,female,1,25.749799100305033
25,female,1,18.732148970195933
45,female,0,24.299483242258678
45,female,0,21.886399748157444
54,male,1,34.580437191033795
58,male,1,36.97949688978678
53,female,1,32.10293615356514
44,female,0,22.05431315873393
34,male,1,23.610170152669035
26,male,1,20.278010152280842
50,male,1,29.914287431302903
37,male,1,26.840744648965373
30,female,0,13.293243181269522
45,female,1,26.66151185242282
46,male,0,24.66267835678156
30,male,0,16.00132142596651
63,male,0,32.371750988788214
52,male,1,34.409476301346345
23,female,0,13.296359759052445
35,male,0,21.048516446299207
22,male,0,13.83551765849021
64,male,1,41.46455272022197
42,female,0,20.733698060710008
19,female,0,9.137723590912284
27,female,0,13.511265413595362
47,male,1,31.929040604614514
62,male,1,38.58602578670667
22,male,0,14.7274728081395
50,female,1,30.065319549358467
18,female,0,7.501431869544061
35,male,0,18.826753822485347
49,male,1,32.52473141179826
64,female,1,36.50537950777027
28,male,1,21.09536153889938
38,male,0,21.246763673855916
43,male,1,30.30818369039604
42,female,0,21.879451955727056
39,male,1,27.18330007655493
44,male,1,29.157975418565492
30,male,1,21.169064311673935
50,male,0,27.24259431514192
51,female,0,27.67573452715466
58,female,0,29.513232475650106
52,female,1,30.448581500702282
18,male,1,15.581395470000682
38,female,0,20.41863356425197
23,male,1,17.967504742447005
45,female,1,27.29919835494505
34,male,1,22.858036405513655
22,female,0,10.722059590846168
48,female,1,29.4730045504888
22,female,0,10.703483744892313
55,male,1,34.52463555220995
20,male,0,10.847065899587516
40,male,1,26.442952447507963
54,female,1,34.132178524094044
54,male,1,33.866032904234046
27,male,0,15.862925458722916
27,male,0,14.69791670087903
36,male,0,20.05172338476671
34,male,0,18.729362931736457
38,male,1,27.100285829082516
31,female,1,21.552796466220798
26,female,1,19.158433820571467
63,male,1,38.58029505136869
18,female,0,11.03984857474064
62,female,1,36.80378540099689
30,male,0,15.57046421354912
21,male,0,14.042479158764433
18,female,0,8.99424767313813
57,male,1,36.63846425773241
49,female,1,28.4471918867482
51,female,1,30.428783795177182
45,female,1,28.249955466154347
48,male,0,26.243969847136675
25,female,1,17.350589695068816
56,male,1,32.54164401076396
43,male,1,27.760150420431795
51,male,1,31.522796559748176
20,male,0,10.138608676807227
29,male,0,15.790580110529673
18,female,0,10.85871519052716
61,male,1,38.65761868104981
22,male,1,17.164818338664208
47,male,0,24.911678965039904
47,male,0,24.913727174417197
34,male,1,24.756052020751902
64,female,1,37.404998199182835
40,male,1,26.287881464567487
32,male,0,17.403355587105008
54,female,0,28.081286792660453
38,male,0,22.524384569536487
31,female,0,14.6033867310038
19,female,1,14.382975402343439
28,female,0,14.128413782680168
56,female,0,27.810989980509614
55,male,1,35.630263351877744
51,male,1,32.34771337821222
55,female,1,34.40813424368271
51,female,0,26.70097753084565
35,male,1,23.813626840794413
47,female,1,28.566832441536405
32,female,0,15.02343329722314
44,female,1,26.60850095621549
51,male,1,33.3706847894924
55,female,1,32.74574166800184
50,male,1,34.112524033484945
41,male,1,26.278053272870018
32,male,0,17.96703435378092
47,female,1,27.994231613481904
59,female,1,34.18388383352277
34,male,1,24.04190483471586
22,male,0,12.323063305160508
46,male,0,25.9579074455547
21,female,0,12.25141219822353
27,female,1,16.164494803365507
34,male,0,20.39290351820265
27,male,1,23.016791846711012
34,female,0,17.18971919620629
37,male,1,24.88937503846291
41,female,1,24.927821148991306
22,female,0,10.692207154651948
51,male,1,32.9304084584312
23,male,0,13.072577721973031
19,female,0,9.420141084259049
30,female,1,19.044098256582576
60,female,1,34.5432064552833
60,female,1,34.587783658208394
28,female,0,13.964312037810453
64,male,1,37.54476204611085
40,female,1,24.670144197626684
33,female,1,21.28552175085608
48,female,0,24.18477661218627
28,male,1,22.398540159154592
33,male,1,23.39865187706303
25,female,0,11.2827422481114
21,female,0,10.63207313252018
57,male,1,34.791212067383526
21,male,1,16.76532487454939
42,male,1,27.704079396718587
20,male,0,11.480543456408176
49,female,0,23.43495688221627
20,male,0,11.51479935791786
44,female,0,22.455698664599765
46,female,1,28.040535478165072
49,male,1,30.507312817094984
36,male,1,24.13956834066297
38,male,0,21.123254804091236
22,male,0,12.012824045140023
35,female,0,16.603206199620022
45,female,0,21.92898102334147
59,female,1,33.528142789273566
39,male,0,21.600732791233476
38,female,0,18.692323203885554
23,male,1,19.90424189059023
18,female,0,7.838175702117
22,male,0,14.15077529910095
58,female,1,34.237337774126715
29,female,0,15.991054852216955
43,male,0,24.85535945937199
63,female,1,36.072925859464696
51,female,1,29.091132665173326
31,male,0,17.35245108724978
43,male,1,26.523355495018333
62,male,1,38.65965935707847
44,male,1,29.151566479121694
26,male,1,19.4010616950026
43,female,1,26.050437870912937
64,male,0,32.97788124831877
39,female,1,24.468002291254106
64,female,1,36.008049719803175
47,male,1,30.462888662178376
60,female,1,35.35310077599002
34,female,0,17.650026697977584
43,male,1,28.94546996484277
53,female,1,31.201788313986267
18,male,1,16.444105966648763
25,male,0,14.635115672767725
52,male,0,28.12681867061064
32,female,0,14.973539287163451
64,female,1,35.751707580858124
39,female,1,24.75795585135354
31,female,1,20.986338993771767
43,male,1,27.87893842731167
45,female,1,28.674237219407082
40,male,1,29.21341017562791
31,female,0,17.253515335956713
41,female,1,25.23335184848423
19,female,0,9.066996519164546
62,female,1,36.78683108030104
43,female,1,27.17886432797609
31,male,0,16.386839597759106
24,female,1,16.757791392205675
20,female,0,10.661552091408609
64,female,1,36.103726231445634
40,female,0,19.255350176920476
63,male,1,37.90631524488965
60,female,1,34.600744131158365
64,male,1,37.43073891156206
62,female,1,36.69292139747704
35,male,1,23.76586486429428
55,male,1,34.7023770775639
52,male,1,33.09508813833214
32,male,1,21.988280372004105
42,male,1,26.233809287548286
54,female,1,32.08913230561211
45,male,1,29.064250164095167
27,female,0,13.955491048204532
56,male,1,35.812221311087896
34,male,0,16.961258761281144
56,female,0,27.76893527316973
39,male,0,22.541750140845686
43,male,1,29.937273296752753
61,male,1,35.66767850473147
42,male,0,24.151970517069856
34,female,0,15.990494846540555
30,male,0,17.705938136443297
37,male,1,24.951091223264783
42,female,0,21.746688959935312
21,female,1,15.138236567730269
27,male,0,14.06151362841774
20,male,0,11.418567133457671
58,female,1,34.54018447202385
62,male,1,37.577595538103054
35,female,0,16.42678895385019
64,male,1,37.72861599866533
53,female,1,30.690635414506577
64,female,0,31.181983785644793
39,female,1,25.074204181071288
51,male,0,27.1046988948701
64,male,1,38.701312099774896
25,male,1,19.320172478886413
57,male,1,36.040103130171254
61,female,1,36.13716799541763
36,female,1,22.473100895246912
59,female,1,34.236033177516276
58,male,1,36.642482750009634
54,male,1,33.30417494707368
23,male,0,12.952546204256102
43,female,0,22.140400229408172
51,male,1,31.92603539097126
62,male,1,38.247568691608556
23,female,1,14.920361189362163
54,female,1,32.583753911921136
50,male,1,31.79914566647283
39,female,0,19.906817435381303
38,male,0,22.11939024306536
23,female,0,11.166300364356509
23,female,0,9.96636852548988
21,female,1,15.13811744382884
47,male,1,31.7145671391531
28,male,0,16.169844897604385
47,male,1,29.43555651908955
48,female,0,23.806247820651393
41,female,0,20.987805435792467
26,female,0,12.874512739762604
20,female,0,9.84732689365188
48,male,1,30.286320662539662
57,male,1,34.866592112277104
54,male,1,34.222459191104505
53,female,1,31.992472246614287
41,female,1,25.326690152100447
48,male,1,30.50604831396131
23,female,0,12.256361751020526
19,male,0,11.076312097075046
37,female,1,23.789313874155532
45,female,1,28.03301829465803
28,male,1,19.73590760877063
21,male,0,12.63973500929842
32,female,1,18.302521096917015
23,male,0,13.397631930389634
47,male,1,31.079499728555206
55,female,0,27.83692037206975
19,female,0,10.300004137701164
32,female,0,16.35045472850934
28,male,0,15.457662848121576
25,female,0,10.960785977395
43,female,1,26.613153069810235
62,female,1,36.47880454252118
61,female,0,28.742447611052196
22,female,1,16.403898523872506
23,male,0,13.587739333487335
43,female,0,21.13531603707378
21,female,1,15.9397621414314
36,male,1,24.72462381405914
37,female,0,18.160532549873857
50,female,0,23.728710130397417
37,male,0,20.90472480853326
29,female,0,13.193920782252244
64,male,1,38.315900546460234
18,female,0,9.455790675372498
43,male,0,23.33251498563252
31,male,1,24.20907851153529
55,female,0,28.092857310833896
54,male,1,34.751336652924614
28,male,0,16.853938798157976
53,female,1,31.2586918055552
30,female,0,14.468164157908394
60,male,1,35.78615580582746
20,female,0,8.54641367672977
50,male,0,28.147380568913967
23,male,1,17.8777912301748
27,female,0,14.393914109798397
22,female,0,9.528125019571654
40,male,0,21.81734885076456
27,female,0,14.767703080702638
