age,gender,treatment,outcome
33.61395605508414,1,1,57.54392018237803
45.38036566465969,1,1,75.49334417335389
29.641739608900483,1,0,51.01061261009258
45.64643655814006,0,1,65.42282966080322
3.8025489591025554,1,0,52.86445603630737
38.21902504375224,0,1,71.61729099049403
30.87047068238171,1,1,55.24364611972207
27.009926495341325,0,0,52.63946863236697
30.917607765355022,1,0,58.664496376965744
10.124310853991073,0,0,64.75939019501631
27.80328112162488,0,0,64.57229824148087
33.57112571511746,1,1,61.830852466376186
44.77894044741516,1,0,49.338036443845766
24.817297817263526,1,0,55.853403017284855
21.915063971068122,1,0,56.3860032095532
24.982429564154636,0,0,55.58125316383237
39.15402117702074,1,1,60.49258640037324
33.287511096596845,0,0,60.782079630586
24.702397962329613,1,1,55.699413419229074
35.13267433113356,0,1,74.90204560338368
30.970775493480403,0,0,66.8749566357132
39.68644990532889,0,0,65.19549812956248
22.979469061226474,1,1,60.34239356396452
26.723378534022316,1,1,57.716193127138894
26.078918468678424,0,0,57.71973962114902
15.364850518678814,0,0,62.80594083164002
32.96120277064576,0,0,64.23163112337687
32.610552721798896,0,0,60.801627208921964
30.051134566424608,0,0,63.63521204076535
27.654128666248532,1,1,64.0242919167787
15.846292579495858,0,0,56.73527547328312
25.79354677234641,1,1,65.6408803266616
26.572854834732304,1,1,63.55699467454348
21.97722730778381,1,1,63.885925542852036
28.38714288333991,0,0,59.32307811317452
34.040508568145384,0,0,58.941523454493094
48.8618590121053,0,0,61.917743308930845
31.74577812831839,0,1,61.18718541114072
32.57550390722764,1,0,49.74679895996063
29.255540842338327,1,0,52.21696251864318
10.812287847009586,1,0,46.539418706191974
29.73486124550783,0,1,61.383732393732174
30.602302099410263,0,0,66.99191168301454
54.63242112485286,0,1,70.60191655968697
28.076390352188774,0,0,59.63175155507818
33.015473423336125,0,0,61.27124024956048
29.652882302947567,0,0,66.8337692550961
18.313219623804677,1,0,50.616038617914946
41.42822814515021,1,1,64.31585804225475
37.519330326867745,0,1,65.72480223918942
37.910319470430466,1,1,70.05577012000299
20.90612545205261,1,0,60.992366104388054
44.02794310936099,1,0,63.58130203127802
15.981489372077192,1,0,58.95899368193256
35.868570938002705,0,0,61.64887626374576
51.90455625809979,1,1,67.70835063934582
20.094636748693116,0,1,66.92201145753604
24.33702270397228,0,0,59.73919518736068
30.996513650876413,1,1,58.62130076572501
24.965243458838007,0,0,62.47667772827316
14.493365689338674,1,0,51.3055465517002
30.685629748060272,0,1,62.55157131079706
19.37696286273895,0,1,65.27811069982025
34.73592430635182,1,0,57.97661658768098
20.80575765766197,1,0,56.18651997750003
45.499344050175395,0,1,71.95950113540661
22.167467076637628,1,1,55.73552472662937
26.779384837943244,0,0,59.95806827479398
38.135172173696695,1,1,71.18791717841712
17.69135683566045,0,0,50.52507133200008
32.27459934604129,0,0,61.931924247968524
43.07142754282428,0,1,63.774089589945845
13.925167654387725,0,1,64.28453871551831
31.846338585323043,0,0,64.61342949434577
32.598827942484235,1,1,61.00803668149978
37.8182287177731,0,0,72.39361187628624
17.63049289121918,1,0,58.82227441305218
16.795433869157236,1,0,56.57327508642801
35.21941565616898,0,0,63.81887917738137
32.96984673233186,0,1,69.81058856573067
32.504928503458764,1,0,52.773266514816825
33.46448209496975,0,0,61.012382620796046
23.199752784215093,0,1,63.87587776215116
32.322536971610035,1,1,60.69608077497021
32.93072473298681,1,0,60.20319376711587
22.85648581973632,1,0,61.01541724809093
48.65774511144757,1,1,65.48847809460473
34.73832920911788,1,0,58.149377260878836
18.086965027973513,1,0,49.32316302912233
36.5655360863383,0,0,52.03471577684752
20.253183297726785,1,0,57.97061589192059
37.87084603742452,1,0,59.23258483703112
41.58595579007404,0,1,67.71368382278615
21.793176816482895,0,0,51.60408495407724
39.63376129244322,0,0,60.96261074255201
34.12780926936498,0,0,65.72131172672012
38.2206015999449,0,0,61.47028716388077
48.967929826539475,0,1,69.83629773823891
27.546118839971296,1,0,57.3014770413085
22.462638356425103,0,0,50.556880864895255
21.104855703744768,0,1,64.45605903163522
21.841897150345616,0,1,55.27657857052453
29.22898290585896,0,1,59.070616965362554
33.41151974816644,1,1,57.77738207941411
32.766907993300194,0,1,63.95394756483733
38.27183249036024,0,0,59.719286229418785
30.13001891877907,1,0,57.032880484092445
44.53534077157317,1,1,61.83432143258973
27.35343166762044,1,0,61.23350610181803
57.20169166589619,0,1,76.3306453434005
36.25667347765006,1,1,63.00793447883642
21.428424435837172,1,1,57.03669374781146
19.291075019388877,1,1,55.890535039090665
34.824724152431855,0,1,63.896692270676155
27.76537214674149,0,0,51.32838550026656
37.14000494092092,1,1,59.343964921217065
34.73237624573545,0,0,64.72031483364546
29.27171087343127,0,1,65.29057569240872
21.53206281931595,0,0,64.63099127567745
14.851527753141355,0,0,52.959482575095805
25.53485047932979,0,0,55.8528890082646
38.56398794323472,1,1,62.52970176025218
32.14093744130204,1,0,56.046458816299776
17.54261221288012,1,0,49.96301359813104
31.73180925851182,1,1,63.87448385098955
33.85317379728837,0,0,60.301472474928566
21.16142563798867,1,1,56.79885518220524
31.53725105945528,1,1,68.7169198829311
30.58208718446,0,0,68.65754076776955
18.57029702169377,0,0,61.40397513437514
33.577873603482836,0,0,62.86398214646182
35.60784526368234,0,0,64.49120221042357
40.830512431752766,1,1,74.5312313186575
40.53802052034903,0,0,65.96300273490183
16.22330632042909,0,1,56.9410626331323
20.621749600848773,0,0,58.14788751350737
35.1503526720866,0,1,68.67632713194257
35.13785950912209,0,1,60.56777148255703
35.150476863060476,0,0,59.12048896570225
68.52731490654722,1,1,79.06015359224149
35.70890510693167,1,1,54.595207856831564
41.35565640180599,1,1,59.154554195338825
39.54001763493203,0,0,60.97997002233797
36.51391251305798,0,1,67.72257173144592
26.847307553596544,1,0,49.26603004133443
37.589692204932675,1,0,58.642961403150096
22.27174785462428,1,0,60.45036705183012
27.63181393259991,1,1,61.63280146515139
25.146364521708964,0,0,62.23935407466834
30.818741393863224,1,0,54.28505181148395
53.146585666735085,0,0,61.894391416074626
11.327348074082519,0,0,57.64257357365
36.86260190374514,0,0,62.90510824440449
13.872841288103483,1,1,51.233872347558744
25.280681342105666,1,1,56.57999982181775
40.889505969673664,1,1,73.08975799618916
30.642800190954627,0,0,54.57006395993981
19.222552220706937,0,0,60.438409399842065
22.846962907400318,1,0,52.4631553860516
36.79597748934676,0,1,66.02291396296837
22.696333682828634,1,0,56.28186320956545
32.16458589581975,0,0,49.14446971624793
30.455718399038137,0,0,51.823128842574945
23.48399652394183,0,0,57.47686405111836
51.439440893253256,0,0,61.81029444905658
36.33919022318011,0,0,65.88466354332715
9.74857413342393,0,0,44.89396783568656
31.864543147694278,0,1,67.38563822559823
23.38213535231612,1,0,48.133534503673204
38.52433334796224,0,0,59.79677503366653
22.074792615672994,0,0,51.300548963512085
28.85263558533101,1,0,66.1679400779553
35.049872789804574,1,1,56.81750102209119
38.657551941701215,1,1,63.986967105665244
17.997035929442237,1,0,44.76493003873191
26.654987641590516,0,1,70.9943469028301
25.25054688839044,0,0,59.581576147403155
23.46670767426288,1,0,55.724877750272206
47.65454240281097,0,1,76.66792741730193
34.049817109609556,1,0,58.95205733999593
17.391160456649548,0,0,56.31520491770025
39.17861947054776,0,1,67.41221228149007
51.22156197012633,0,1,73.18464021825349
40.32465260551147,0,0,59.63518886204713
14.806300340459867,0,0,53.3704535653213
25.157659271337486,1,1,64.59897092368848
42.669111491866225,0,1,69.18759820534927
22.923305343812192,0,1,61.30577203263303
34.43819428146229,0,0,53.32884632928512
37.74634053429337,0,0,68.81415358297099
20.73069528421917,0,0,52.911938035511895
29.404746439382,1,1,66.7576101239109
-2.4126734006907284,0,0,50.15496623823321
19.756123586657104,1,0,47.45958446234778
27.474318486068398,0,0,64.5036729334736
17.522168180351507,0,0,56.52935368610315
46.32411303931635,1,0,68.57396069548012
15.698586220393674,0,1,58.79753236243851
25.59955513303016,0,0,61.20012268974432
31.307405772860914,1,1,53.5795861751332
44.412732890661154,0,0,60.82274054922956
15.641378488205607,1,1,51.32744688530532
41.63163752154959,1,0,58.61557200627291
30.10233061019587,1,1,64.38975788058949
20.18491348952049,0,0,53.032573608585416
34.62103474263271,0,1,69.70552089098372
31.990596955734702,1,1,58.314115868970354
23.997831228412053,0,0,61.625532436773504
30.69802084990019,1,1,68.75819208434024
26.1468640313824,0,0,62.91168988486965
31.13517345251248,1,1,60.61960677660488
36.62130674521047,0,0,50.35912403384243
45.86016816145352,1,0,64.66888543212279
17.62184501173151,0,0,54.66037992994293
51.330333746562665,1,1,63.50713542333202
10.479122004774982,0,0,50.36234127708044
28.482149049644168,1,1,68.71677129711726
35.883172064845766,0,1,60.078250616402954
32.809918677350325,0,0,62.18452148131116
23.773004801794063,1,1,61.22169231872523
27.918777496427246,0,0,56.58869492561201
25.069990653411672,0,1,65.74366063258873
24.106352430557884,0,0,65.39313202366169
38.496020970210246,0,0,60.06894877163208
33.57015485965047,1,1,61.85514171750964
23.07090404739346,0,0,60.031595739169035
38.995998754332504,0,1,71.29001373347477
33.072995208766095,1,0,57.28336252688665
38.1286211883896,0,1,64.91171767604864
36.29628841923612,1,1,52.80065392217203
21.710049890779278,0,0,52.62297040540102
24.398189598030307,1,0,49.622898519071335
37.472936051232615,0,0,64.66500579692924
36.10370265433465,1,0,57.61159605329618
29.790984060358518,1,0,55.522187190412915
31.17327383308782,1,0,57.30670083181144
42.77664895788425,0,0,58.48211233673827
24.084286111641703,1,0,62.99152176693627
35.470973811700375,0,0,67.13226170199317
27.97807347566106,1,0,64.48395595793676
27.823187967727797,1,0,59.7640425465128
40.9877685198719,1,0,60.14893998085188
38.2541634898803,0,0,69.54989556199851
38.135096360006386,0,0,58.035694728437015
43.05478807154329,1,0,56.56039152629793
30.210038416327592,1,1,59.05545395104898
36.81952971294964,1,0,61.66021524845638
26.89733243406544,1,0,52.258673763281266
33.24166352488442,1,1,62.19563411637533
28.698569456323153,1,1,53.60029436747307
30.969959649927183,1,0,59.69647622211938
35.95157025436914,1,1,56.19995424039519
21.817793167665275,0,0,51.88453267597277
50.92387275685461,1,0,69.3629975015396
19.93982618500298,0,0,61.88353944043144
17.85811387212268,1,0,55.22899960936929
41.581108735000676,0,0,63.85265052917636
37.91662693962936,0,1,63.72018984611751
36.24119817052155,1,0,55.007841132445456
36.2834550926428,0,1,64.07382803900595
29.877532271530853,0,1,56.39498880914767
21.027456285141685,1,1,60.57047966031082
30.758045581937264,1,0,57.47156929862323
23.228382884878883,1,0,50.30140853191233
39.75119733417751,0,0,69.76876879446004
28.529426184978615,1,1,64.59339640692883
21.745028032074885,0,1,64.98271742966675
26.786141583470066,1,0,53.5991428448452
34.12931454275624,1,1,63.232143972695255
24.36275447196025,0,1,65.44568969252518
21.777796044335687,0,0,57.297250648801885
32.436872114919126,0,0,67.7405655583251
32.44966571108723,1,0,56.71596186624242
24.9305682462887,1,1,57.956367812706056
25.28961694381677,1,1,63.758149465502164
32.32049937357636,0,1,58.372913450640354
15.519156585026758,0,0,59.27723163704859
15.925362256234447,0,1,53.274049673910426
22.81555778747564,0,0,60.03759066653544
27.865528482881526,1,1,58.118290774001146
33.10907565598005,0,0,62.31564343171098
44.753562169495524,0,1,72.96278338115374
38.576596232020194,1,1,65.34008484712565
28.40061470036573,1,0,50.522079651906324
29.809837920973113,0,1,59.45907515375617
19.97470635362191,0,1,57.34911620091766
29.8148686400761,0,1,54.46942612403396
27.113413610798617,0,1,68.77141337689923
33.227185603380896,0,0,60.51869360979591
21.72769056447677,0,1,55.84071694339806
35.193465142411725,1,0,65.8364138300153
45.32738913002578,1,0,58.09157623831692
28.912398515431423,1,0,57.92658200000378
34.01711722098941,1,0,54.07878244031582
36.90143991711113,0,1,55.9791312084882
25.987795281141636,0,0,50.97413579008619
32.24092481810417,0,1,62.42982529109909
30.12592400781795,0,1,68.52926155837562
30.97676098548832,1,1,64.02569402974271
22.269902161445337,0,0,57.38199627928983
30.245101742589426,0,1,54.02339240905242
34.979982912454496,0,1,71.84442561213682
44.51143607795042,0,1,69.47182930586291
39.59270826085207,1,0,59.28072412879482
51.531824575115564,0,1,76.12166292247915
22.326524371119504,1,0,60.93544092917722
38.723206367206785,0,1,72.389913148208
31.833420057383517,0,1,63.31459353369861
51.89802933217672,0,0,60.55202599573204
21.917017146448487,1,0,59.51971972964491
21.60278157819224,0,0,49.65556225810558
24.00607354555978,0,1,71.93810575698934
8.76104275690193,0,0,52.76831055304339
24.74244978319239,1,1,55.1183136564598
22.40867338446302,1,1,53.56325924455585
31.503937864762076,0,1,58.063157239148325
33.41755975777159,1,1,63.72708246093569
48.761708392158866,0,0,64.59655091734872
39.5042383818605,0,1,60.67166064701218
24.23096344337597,1,0,53.48701010023328
21.01585328651642,0,0,49.465079055498215
34.919191715065054,0,0,63.42226654424038
16.797667929793576,1,0,52.7663340483745
48.31458765854354,1,0,60.602363767975824
41.79440120721287,1,0,54.097766711826225
25.308243478952953,1,1,59.091695042572056
12.868654709091224,0,0,51.78695700599573
43.538723741654124,0,0,64.65025062854423
28.85460154747382,0,0,59.49147035482695
42.378163119734616,0,0,66.67374944631709
14.055723412056329,0,0,51.79383430609159
24.006249770462272,0,1,52.89981742015621
30.052436997181832,0,1,68.97119548214475
30.469805937647422,0,1,59.46077921605332
25.499345285207564,1,1,55.115218320485994
36.228499323474985,0,1,65.65296707147374
19.323795706174057,0,0,57.3084912766248
28.576205149787064,0,1,60.9186795163627
31.20295631711899,0,0,56.667423487795055
35.14438834058749,0,0,58.58818491334847
37.1161487808889,1,1,71.21754638923238
18.753579081621307,1,1,58.61268328669573
14.658858292643778,1,0,47.55784329048415
42.77676821898509,0,1,63.04411368118069
33.323140119795916,0,1,63.74252113802692
22.515134634434464,0,1,62.943830060470376
45.51151975522523,0,0,66.07335673639852
31.156746342928585,1,1,62.96781692211465
41.792971840638266,1,1,61.328524797606036
30.67518481410109,0,0,57.08284894642642
50.60747924881987,0,1,73.85178318396909
47.55340842443204,1,1,61.53556272506413
27.510358515209266,1,1,58.92434058917547
39.71570950954356,1,1,67.90202714226983
36.45375949585147,1,1,68.31253498193132
43.68631557532349,1,1,65.14131781714013
20.350765394198955,1,0,52.049195565405604
36.86051459998439,1,1,57.447564672776615
40.58424486849588,0,1,69.80347307418424
12.412605135768857,0,1,65.3176799664646
18.16741487334225,1,0,66.27599475500114
9.607678222398995,0,0,54.81453438430993
27.305931655554424,1,0,55.93738123844642
37.17542255795962,0,1,61.55357370163335
45.02357052096028,1,1,57.11278658757234
30.740947804197752,0,0,60.10708058995849
46.286155455712915,1,1,78.63754223748539
16.198985417851084,0,0,61.21375677363989
12.966175606448452,0,0,59.47267402750353
29.444523011033812,1,0,58.06137098859973
33.840654489393074,1,1,64.94981214821954
29.67305251905907,1,0,44.783179164327834
9.325578999601234,0,0,56.610226603700355
29.108799604872114,0,0,55.83593703358256
16.95530499495147,0,0,51.57795476550601
36.69672548830039,0,0,59.39273288124708
33.66598246096848,1,1,61.31477229103547
20.60120213672645,1,0,50.59218268115962
24.861330826633065,0,0,57.5277596088698
19.407864781110483,1,1,56.03097145329288
29.37320902726828,1,1,62.31357748696122
39.551423205012384,1,0,52.42953788875355
20.142739536644562,1,1,57.972533007833285
35.040465155178445,0,1,60.03066159812228
24.69742381627559,1,1,57.201980552393344
22.071271677376558,1,1,60.33837571838062
28.92969640045442,1,0,48.65892084636153
19.647576775806257,0,0,51.782236146381194
24.463506946528177,1,1,63.18387400814012
18.021221074111516,0,1,53.340477112904445
49.64725132916389,0,1,78.7835111001432
30.352635519717285,1,0,63.127830436568416
23.002744920074143,1,0,52.42818805376084
32.13979910734222,0,0,55.70589129327735
28.876719503091703,0,0,59.672715367604916
27.79030400466777,0,0,51.09977991626453
36.14166700043425,0,0,50.83178647596811
37.57507710047305,1,0,56.97584750987908
24.694988523894725,0,1,61.738252724657464
24.2418175935532,1,1,60.74468139983361
27.24948302848356,1,0,53.101141827955644
6.980788352644151,0,1,63.463970153167985
14.848089378014478,1,0,44.97872852098493
43.66874267444525,0,1,62.40931212754308
46.449677135012834,0,0,66.36808292122791
27.509639604436217,0,0,52.44465495314516
35.765569630557664,1,1,57.72806862818071
33.112501545435364,1,1,63.55052442466643
60.78880808455238,0,1,67.96902932378555
41.195749114345766,1,1,64.6933025947003
28.720824085192334,1,1,58.11696442726892
20.444595593995743,1,1,54.825060161335024
13.935536797424277,1,1,46.66913408250258
32.03463635867223,1,0,58.308206671708355
22.436492547156966,0,0,50.49499780358244
15.777462904023258,1,0,51.89202785355438
23.534271157574736,1,0,52.4997568555296
19.18451996385605,0,0,54.722815695657395
46.871416350725646,1,0,61.31304803515139
38.816397569494505,1,1,65.61306052543966
29.920273586833826,1,0,53.33728556859293
44.79944138890026,0,0,69.65331481303691
30.773683076476182,1,0,47.99510461866497
21.387157986717362,1,1,58.28319180337906
45.23124077269657,0,0,67.75052711386331
35.38910043684659,0,1,68.00059289606699
19.627538456735437,1,1,54.01408365437765
28.096613219163917,0,0,54.387756500809054
21.24381746615243,0,1,56.33918244321271
16.17200269035664,0,0,57.847738960428934
39.26177547531641,1,1,61.078914000017384
49.094166404701305,1,1,69.00386536202764
16.01432426180859,0,0,56.12580434892235
35.62969236690571,0,1,77.53087505124857
23.49357430878173,0,0,58.61432859164304
25.12874616235304,0,0,53.48290377495359
24.07606075761131,1,1,52.922066916951394
21.36009230320184,0,1,60.02876411777182
30.48521627944827,1,1,61.55013567169789
21.69049883588962,0,0,45.45365201381411
32.704568257798385,1,0,54.24209967587445
29.49761890550863,1,0,58.33604838579035
27.610519531335903,0,1,60.6213775080699
20.924363379584022,1,0,59.12042794240439
24.232286694316674,1,0,47.4779037846924
37.55391225825756,1,1,67.65058777824336
35.009171876243805,0,0,65.0722002705029
20.22444755201449,1,0,58.84981664481203
30.993323054292258,1,1,54.46871499301578
37.51387123371789,0,1,67.82692534940229
13.305947188786284,0,0,50.64801356402831
35.43360192379935,1,0,51.5993683672253
23.373762410541534,1,0,52.94279009829392
35.70598668593159,0,1,61.18690604627543
22.36740843457483,0,0,61.313974871191796
11.951178993354809,1,0,54.15067041307429
13.724575621168373,1,0,46.35515034580617
30.48084946661382,0,0,55.523148270829495
32.59722501721482,0,1,62.87568037708132
20.956833748955916,1,1,58.925024388097285
36.38592458777374,1,0,63.94766875035103
13.3847993773104,0,0,57.46935144559628
29.339202013526833,1,1,62.05872044893225
17.889838002375434,1,0,52.06370715123802
23.48163892197841,1,1,51.177721503556164
30.47398671316414,1,0,63.602184144579525
21.395866347160478,0,0,54.183276914819864
26.154444557701748,0,0,65.6205345694418
40.0629280921444,1,1,65.9994248883025
24.231081304768512,1,1,70.39574543453777
38.35692112065142,1,1,67.53868400302702
18.70293145342382,1,1,51.45078127992275
35.298041779152825,0,0,57.51733513243978
44.415686206579004,1,1,65.47903105861387
5.283554998727105,1,0,45.21615206407651
22.031047445295233,0,0,54.72401014767835
35.7707212718054,0,1,58.89652058863108
27.969546139570074,1,0,56.41947024736663
33.71145873371309,0,1,66.30049736516862
23.960148132841795,0,0,52.16749740382195
30.865897874729,1,1,71.96104082982826
28.443227646079205,1,1,61.85053460022605
41.67782061659807,0,1,63.41964185436486
32.54420843301213,1,0,49.61556603007756
33.37602662075202,0,1,65.31252243321146
25.881230338775325,0,1,61.46192643756583
25.123937759275066,0,0,61.45238586421473
25.67441812180379,1,0,54.9854741116813
33.944521423782966,1,0,52.21476251579126
25.79015519179737,0,1,71.09063803842712
32.89774856896413,0,1,67.04744896822517
50.75400798645439,1,1,66.95565883794453
38.711247034316926,0,0,62.436566767543766
26.73976467832159,0,0,60.39213918630476
42.012139221639444,1,0,53.459358697024655
25.919246269784487,1,0,56.5642449807494
9.618754648221461,1,0,48.635009027996986
19.91913689082596,1,1,61.512240995396546
11.292080789741444,0,0,49.68671461389104
26.484865159586914,1,0,52.92195027239067
30.184183791895517,1,1,70.36961063038893
46.76437312275283,0,1,75.18387239123653
33.269273737641626,0,1,48.50297622145594
27.808994711911357,0,0,64.12650832589497
38.294055811834895,1,1,64.11995661226169
7.88864690992115,0,0,48.82568375848129
32.356145581085656,1,1,57.670969995787445
37.708651938869664,0,1,61.56700744026096
15.214137542201584,1,0,49.1645615388684
41.43754043206929,0,0,56.795599211211574
33.38496407494414,1,1,56.24249091712003
25.847120860991986,1,0,50.55223550407804
36.32781866106285,0,0,62.51531487364729
52.70692857804396,0,1,71.06252931626717
31.818662550584953,1,0,60.32488102293477
32.48220586300336,0,0,59.41281256285073
25.40639100459756,1,1,54.08852064815531
21.501556305352082,1,0,56.92267150907365
38.303358165442454,1,1,59.46756105525816
21.439161740911327,0,0,59.66482003221807
30.715662372193925,1,0,51.38509869687338
25.223425532348834,1,0,52.12964452768702
34.78979825746392,1,1,61.629981274399604
33.33662105286948,1,1,66.37301032114559
40.375399442578995,0,1,67.99260609341067
24.89983601145253,0,1,62.56995741419038
27.301250647066286,1,1,70.61871911939642
20.212362842176926,0,1,51.87879304652735
25.557067399238882,0,0,52.475232006268904
33.77300493044852,1,1,57.7259590889396
37.56988616645352,0,0,52.41770430032469
20.778346758223748,0,0,52.63590646303699
38.6960592010566,0,0,65.04766357930052
43.55637858804951,0,1,65.1086765838361
34.13434903223701,0,1,63.575289849739555
48.76795812558066,0,0,56.01761329827279
22.26210800896427,1,1,55.69600452688754
17.55345296688583,0,0,52.957542312127835
12.212797510957213,1,0,54.87584136602273
44.96044311489183,1,1,58.113550944876444
36.54365656354058,1,1,61.68805324045648
29.44415329089545,0,1,69.26733613761309
32.799686263198204,0,1,62.614489450843145
18.745109527016233,1,0,43.04572578751147
54.45751979616826,1,1,75.73313482559143
31.292211819752275,1,1,66.06214825861736
31.093947946048928,0,1,68.67517025920864
37.25766623898692,0,1,57.45838163796911
34.810092317367136,0,0,68.00530632444621
32.23884024279131,1,0,53.8052716472814
22.095255445546883,0,1,59.08138191256291
34.714683571359956,0,0,56.90051924144797
48.82024496475034,1,0,67.38075939920114
43.454200461549775,0,1,67.13726837593845
45.93186626639397,1,1,69.18826504285632
24.88784323568815,0,0,57.845858085128285
20.10395179741419,1,1,58.55597552075965
28.74213079900352,0,1,58.88871892097008
30.557249122886947,1,1,71.22787767340492
40.94191518470949,0,0,54.9656064128867
13.075353702851807,1,0,53.98387598102896
45.29550319460614,1,0,63.47193391891823
28.419921014210107,0,0,64.29775773502516
25.7311893005258,0,0,64.65980695205413
19.878956247398325,1,0,53.27674387713562
13.451433281342307,0,1,61.687401514026455
38.231705839619146,1,1,73.29388030414829
30.733179671884038,1,0,56.89407006695395
17.10039100258946,0,0,49.79794992545096
17.04921227936384,0,0,53.19242312031204
26.642153007098717,0,0,51.46941590905728
46.69021525289393,1,1,68.86614863084179
27.40408648636395,1,0,61.54350698661236
14.968570468818939,0,1,58.88536368030799
27.542569359140558,1,0,48.15797056047396
27.272764302523296,1,0,61.290083466045374
3.0311335705842843,0,1,47.02784526334639
29.457051334821877,1,1,54.10734151083136
27.69065469791322,1,0,55.41550447190037
36.96206364813418,1,0,60.34754532281775
48.48956094945345,0,0,66.65810577862781
41.26565029547757,0,1,67.0489973284109
27.311113094451695,1,0,64.99355275400978
18.934740912583298,0,0,56.006263979191
55.733598032498605,1,1,74.89341991851427
30.592184340144883,0,0,63.11242812251695
30.139292919129463,1,1,55.577419214716194
29.758749128899968,1,0,56.078972302242384
31.980847607678548,1,0,68.21085684870866
28.556395880760576,1,0,54.04516449452689
24.263379931197637,0,0,53.90591135757584
24.531410587596078,1,1,61.21230108366394
29.672467297840015,1,1,59.55914054305175
24.565752288662352,0,0,53.40120278908751
22.871542173228356,0,0,54.445045680480575
31.06430227691897,1,1,69.47933903991881
27.450227825791448,1,0,55.55197489034957
45.039929885826886,0,0,56.8716038019745
3.490301916069882,1,0,41.48835788438014
40.91506851922462,1,1,76.30854521603973
42.46085192497629,1,1,64.62158373032239
9.266097675918505,1,0,52.95272180760264
26.573124059196513,1,1,57.11505108606091
26.285591340042085,1,0,57.490607248369706
15.924883052821787,1,1,65.07411317385419
22.221833124091248,1,1,56.4052340185086
18.894241545341714,1,0,55.961206363345426
47.52270443423623,0,0,57.22807995081892
39.35678393147461,0,1,76.92136577127634
42.71555094994159,0,0,64.15734493620535
37.21672064043235,1,0,57.101046970368245
18.709482287827708,1,0,52.12347406991749
24.754797337202262,1,0,52.876248328589
34.89374561227918,0,1,63.17359786306629
17.778721911080545,0,1,48.09614086157586
37.12998430172388,1,0,58.649166630033385
27.59674601841865,0,0,57.57963040249704
26.251791924504026,0,0,60.31884526365359
37.10959968203491,1,1,61.517161172402844
34.4426331148604,1,1,59.477608363753006
26.3903383418092,0,0,57.878226780277885
41.59329803364248,1,1,57.41614881964033
19.189366724001026,0,0,56.47392595487323
36.15935606944264,0,1,56.53871052322418
35.93101257968384,0,0,66.38339701805913
26.904535606860097,1,0,59.492710460361906
33.26133022242118,0,0,55.34746968460629
17.48886423614697,0,0,58.552349337534274
